Time,Protocol
0.577922,SSLv2
0.577945,TCP
0.580114,SSLv2
0.581128,TCP
0.581128,TCP
0.581128,SSLv2
0.581156,TCP
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.586193,SSLv2
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.586193,TCP
0.58625,TCP
0.589516,TCP
0.589516,SSLv2
0.589516,TCP
0.589516,TCP
0.589516,SSLv2
0.589558,TCP
0.591347,TCP
0.591347,SSLv2
0.591347,TCP
0.591347,TCP
0.591381,TCP
0.595504,TCP
0.595504,TCP
0.595504,TCP
0.595504,SSLv2
0.595504,TCP
0.595542,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,TCP
0.597189,SSLv2
0.597226,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,TCP
0.601802,SSLv2
0.601882,TCP
0.602974,TCP
0.602974,TCP
0.602974,TCP
0.602974,TCP
0.602974,TCP
0.602974,TCP
0.603003,TCP
0.603942,TCP
0.603942,TCP
0.60396,TCP
0.604515,TCP
0.604515,SSLv2
0.60453,TCP
0.605133,TCP
0.607081,TCP
0.607081,TCP
0.607081,TCP
0.607113,TCP
0.61139,TCP
0.61139,TCP
0.61139,TCP
0.61139,TCP
0.611419,TCP
0.611851,TCP
0.611851,TCP
0.61187,TCP
0.612415,TCP
0.612415,TCP
0.612433,TCP
0.621038,TCP
0.621038,TCP
0.621038,TCP
0.621038,SSLv2
0.621038,TCP
0.621038,TCP
0.621038,TCP
0.621038,TCP
0.621038,TCP
0.621038,SSLv2
0.621101,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.623979,TCP
0.624031,TCP
0.626143,TCP
0.626143,TCP
0.626143,TCP
0.626143,TCP
0.626143,TCP
0.626143,TCP
0.626143,TCP
0.626175,TCP
0.632583,TCP
0.632583,SSLv2
0.632619,TCP
0.637239,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,SSLv2
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,SSLv2
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.640984,SSLv2
0.640984,TCP
0.640984,TCP
0.640984,SSLv2
0.640984,TCP
0.640984,TCP
0.640984,TCP
0.64113,TCP
0.641155,TCP
0.641163,TCP
0.645894,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,SSLv2
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,TCP
0.650496,SSLv2
0.650496,TCP
0.650496,TCP
0.650555,TCP
0.654533,TCP
0.654533,TCP
0.654533,TCP
0.654533,TCP
0.654562,TCP
0.662834,TCP
0.662834,TCP
0.662834,SSLv2
0.662834,TCP
0.662834,TCP
0.662873,TCP
0.674695,SSLv2
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,SSLv2
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,SSLv2
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,SSLv2
0.674695,TCP
0.674695,TCP
0.674695,TCP
0.674695,SSLv2
0.674695,TCP
0.674833,TCP
0.674945,TCP
0.674945,TCP
0.674945,SSLv2
0.674945,SSLv2
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.674945,TCP
0.675018,TCP
0.677176,TCP
0.677176,TCP
0.677176,SSLv2
0.677176,TCP
0.677176,TCP
0.677176,TCP
0.677176,TCP
0.677176,TCP
0.677223,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,SSLv2
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,SSLv2
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TCP
0.684873,TLSv1.3
0.684873,TCP
0.684873,TCP
0.685031,TCP
0.685062,TCP
0.685072,TCP
0.687053,TLSv1.3
0.69132,TCP
0.69132,TCP
0.69132,TCP
0.69132,TCP
0.691373,TCP
0.691398,TCP
0.696318,TCP
0.696318,SSLv2
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,SSLv2
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696318,TCP
0.696432,TCP
0.696463,TCP
0.696472,TCP
0.696481,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708248,TCP
0.708345,TCP
0.708377,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,TCP
0.744999,SSLv2
0.744999,TCP
0.745102,TCP
0.745139,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752772,SSLv2
0.752772,TCP
0.752772,TCP
0.752772,TCP
0.752832,TCP
0.802836,TCP
0.802836,TCP
0.802894,TCP
0.806392,TCP
0.806392,SSLv2
0.806392,TCP
0.806392,TCP
0.806392,TCP
0.806392,TCP
0.806392,TCP
0.806471,TCP
0.845082,TLSv1.3
0.845497,TLSv1.3
0.852907,TLSv1.3
