Time,Protocol
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,ICMPv6
0.996184,TCP
0.996184,TLSv1.2
0.996184,ICMPv6
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TLSv1.2
0.996184,TCP
0.996184,TCP
0.996184,TCP
0.996184,TLSv1.2
0.996184,TCP
0.996184,TCP
0.996401,TCP
0.996557,TCP
0.998428,TCP
0.998428,TCP
0.998428,TCP
0.998428,TCP
0.998428,TCP
0.998428,TCP
0.998495,TCP
1.002123,TCP
1.002123,TLSv1.2
1.002123,TCP
1.002123,TCP
1.002201,TCP
1.003396,TCP
1.003396,TCP
1.003467,TCP
1.004447,TCP
1.004447,TCP
1.004516,TCP
1.007223,TCP
1.007223,TCP
1.007283,TCP
1.008005,TCP
1.008005,TCP
1.008069,TCP
1.009405,TCP
1.009405,TLSv1.2
1.009454,TCP
1.012275,TCP
1.012275,TCP
1.012275,TCP
1.012275,TCP
1.012352,TCP
1.013612,TCP
1.013612,TCP
1.01366,TCP
1.015162,TLSv1.2
1.015162,TCP
1.015215,TCP
1.01693,TCP
1.01693,TCP
1.016983,TCP
1.019355,TCP
1.019355,TCP
1.019355,TCP
1.019355,TCP
1.019406,TCP
1.020993,TCP
1.020993,TCP
1.02104,TCP
1.022811,TCP
1.022811,TLSv1.2
1.022858,TCP
1.027621,TCP
1.027621,TCP
1.027621,MDNS
1.027621,MDNS
1.027621,TCP
1.027621,TCP
1.027621,TCP
1.027621,TCP
1.027709,TCP
1.028052,TCP
1.029409,TCP
1.029409,TCP
1.029409,TCP
1.029409,TCP
1.029484,TCP
1.032462,TLSv1.2
1.032462,TCP
1.032462,TCP
1.032462,TCP
1.032529,TCP
1.034353,TCP
1.034353,TCP
1.034402,TCP
1.039951,TCP
1.039951,TCP
1.039951,TCP
1.039951,TCP
1.039951,TCP
1.039951,TLSv1.2
1.039951,TCP
1.039951,TCP
